nodeid,nodetype,x,y,z,S11,S22,S33,S12,S13,S12,mises
1064,1,0.103966,-0.085520,0.063056,210359.752372,-18188.206473,165871.542969,-174486.780692,5660.513227,-7586.760141,1063411.250000
1065,1,0.103966,-0.085520,0.042037,211071.078404,-10642.147600,161771.032924,-178469.518973,3434.282715,8037.270176,503262.593750
1066,1,0.103966,-0.085520,0.021019,207428.794538,-12040.069754,149581.922712,-177246.600446,-4906.047038,26900.391670,382583.531250
1067,1,0.089470,-0.071025,0.084075,157293.291434,-140845.553345,60756.382254,-3512.676444,3418.441249,-16573.876290,239563.203125
1068,1,0.089470,-0.071025,0.063056,158292.384888,-114651.990513,87847.778390,-28610.446847,3132.704712,-6507.319676,238656.359375
1069,1,0.089470,-0.071025,0.042037,164427.862584,-103524.806362,95653.015067,-37308.076172,2457.226104,2444.041841,238656.359375
1070,1,0.089470,-0.071025,0.021019,176560.937814,-104807.256417,85128.918771,-41363.404018,-3783.988531,16465.873727,317463.281250
1071,1,0.074975,-0.056529,0.084075,32192.287615,-256988.204241,-1970.252668,117527.160749,8982.263428,-10568.782479,432032.062500
1072,1,0.074975,-0.056529,0.063056,33187.520787,-221276.118862,8139.010289,94060.007045,-532.050659,-2060.511632,292270.656250
1073,1,0.074975,-0.056529,0.042037,42498.266602,-215589.449777,18970.501918,85029.669922,-818.483203,452.674277,427585.093750
1074,1,0.074975,-0.056529,0.021019,57149.179897,-234535.023996,10138.646729,76587.282645,-7357.974895,2185.321587,277579.937500
1075,1,0.060480,-0.042034,0.084075,-88786.263881,-408682.061384,-56238.376814,239919.104911,12129.713937,-22755.359201,762092.312500
1076,1,0.060480,-0.042034,0.063056,-74904.872977,-312913.814732,-48592.889570,212437.290179,420.272025,-6745.808328,739722.625000
1077,1,0.060480,-0.042034,0.042037,-70279.005763,-315846.768973,-43478.090716,213234.267857,-5681.868033,7274.415918,427585.093750
1078,1,0.060480,-0.042034,0.021019,-45389.490819,-346881.383929,-30701.978202,211503.421317,445.376901,-8715.405552,716728.000000
1079,1,0.045984,-0.027538,0.084075,-85709.594735,-474314.290582,-45920.198947,122325.612603,-10770.622396,19743.213379,960402.875000
1080,1,0.045984,-0.027538,0.063056,-181017.177734,-477401.901786,-101851.779785,302044.720982,-7987.229771,-31733.619489,984275.312500
1081,1,0.045984,-0.027538,0.042037,-175551.741420,-465548.940848,-114032.517456,302757.970982,-12536.157558,-5393.459403,992706.500000
1082,1,0.045984,-0.027538,0.021019,-139885.757812,-482423.402902,-95430.960100,334642.952009,-16949.275286,2690.736843,602667.250000
1083,1,-0.013043,0.051988,0.021019,-4197.531860,-1942115.625000,-147539.214722,-10322.711217,-17520.896220,-69236.462728,1852387.000000
1084,1,-0.013043,0.051988,0.042037,-16256.524488,-1931321.616071,-179520.976842,-4709.872395,-12627.869174,-26591.064723,1812798.125000
1085,1,-0.013043,0.051988,0.063056,-15060.543738,-1920837.987500,-175543.660547,-6662.711157,-13140.626438,8223.782651,1887738.000000
1086,1,-0.013043,0.051988,0.084075,-4083.127991,-1936260.375000,-141999.016992,-15795.542078,-18868.013525,52044.811426,1800787.625000
1087,1,-0.013043,0.072488,0.021019,-270.972212,-1920043.571429,-42393.055437,6184.886200,-2974.448530,-3524.612453,1924578.625000
1088,1,-0.013043,0.072488,0.042037,-1638.758371,-1943414.151786,-66658.049386,4215.401659,-5370.556257,1788.140241,1934582.750000
1089,1,-0.013043,0.072488,0.063056,-665.304470,-1932673.062500,-71633.417829,3649.499045,-3486.088466,13953.410993,1887844.375000
1090,1,-0.013043,0.072488,0.084075,-3144.387500,-1909000.837500,-44851.883496,1145.302014,2555.398877,27768.745947,1887844.375000
1091,1,-0.013043,0.092988,0.021019,-619.802955,-1919817.839286,-14812.159930,5787.143228,-3300.773019,18900.374616,1896593.375000
1092,1,-0.013043,0.092988,0.042037,-669.684841,-1947692.125000,-35396.613421,5516.289516,-926.757533,10976.270490,1934582.750000
1093,1,-0.013043,0.092988,0.063056,1349.809771,-1944099.133929,-35142.552595,6811.282959,485.575474,1259.216518,1938641.000000
1094,1,-0.013043,0.092988,0.084075,-4943.419242,-1914883.705357,-16141.887137,5941.665806,2804.481358,2103.273446,1936648.625000
1095,1,-0.013043,0.113487,0.021019,-12.934466,-1928372.821429,-40003.971331,739.705246,116.168562,38945.146554,1901724.125000
1096,1,-0.013043,0.113487,0.042037,1207.368752,-1940454.375000,-68138.473214,5115.909448,4007.958534,19178.411307,1870612.125000
1097,1,-0.013043,0.113487,0.063056,5492.016032,-1945850.979167,-63371.673014,5819.244507,3583.784203,-10574.944031,1938641.000000
1098,1,-0.013043,0.113487,0.084075,1382.261292,-1932647.562500,-26951.544617,-2653.120346,-2299.386520,-19507.604980,1922694.875000
1099,1,-0.013043,0.133987,0.021019,-42654.562012,-1956859.178571,-127518.273769,24432.013583,7211.788783,91661.869838,1888388.000000
1100,1,-0.013043,0.133987,0.042037,-33742.429478,-1922209.705357,-192412.914342,28959.521572,12324.301409,36725.876587,1901724.125000
1101,1,-0.013043,0.133987,0.063056,-40210.019409,-1932659.585938,-174997.256348,30826.073898,2200.896130,-44753.270218,1693964.875000
1102,1,-0.013043,0.133987,0.084075,-18478.035435,-1949305.517857,-104674.329102,14513.123343,6734.874939,-83419.606864,1943479.750000
1103,1,-0.084676,0.129870,0.084075,10825.545703,-486841.560937,-22572.916016,-325178.782813,-34767.024121,-52789.275684,720693.625000
1104,1,-0.084676,0.129870,0.063056,-79159.342244,-532769.078125,-96469.713318,-324384.907552,-10671.419515,-22613.155965,438779.531250
1105,1,-0.084676,0.129870,0.042037,-68812.888489,-574380.593750,-107173.952799,-332159.718750,10708.976318,-362.892944,701553.625000
1106,1,-0.084676,0.129870,0.021019,-42455.202846,-531383.392299,-36107.987235,-335311.363839,69672.731306,46074.583252,859888.125000
1107,1,-0.068048,0.139305,0.084075,295525.173828,-224580.822893,60568.744158,-113044.779227,-55663.454032,-45035.082241,566103.375000
1108,1,-0.068048,0.139305,0.063056,326041.146875,-232145.830469,64429.393262,-82287.010938,8962.718164,-42134.817773,803976.125000
1109,1,-0.068048,0.139305,0.042037,236405.956836,-212231.039844,35256.391992,-71607.718750,2677.218262,6161.036816,378924.625000
1110,1,-0.068048,0.139305,0.021019,154506.456726,-330578.922043,26679.373779,-184905.671265,58370.156250,40477.074890,277863.187500
1111,1,-0.050386,0.146620,0.084075,450177.383138,-121784.280355,111530.295654,81718.952474,-25650.313395,-16284.584707,707984.750000
1112,1,-0.050386,0.146620,0.063056,462489.325867,23161.786214,154016.926025,63072.423340,-12807.915894,5655.236328,803976.125000
1113,1,-0.050386,0.146620,0.042037,468438.413281,-7917.234180,150746.571289,106326.975781,28739.601099,-10362.376367,627486.187500
1114,1,-0.050386,0.146620,0.021019,309154.088623,-52935.362900,119954.419983,35153.865967,1819.798721,49017.985741,758128.812500
1115,1,-0.031957,0.151707,0.084075,52053.855469,-189645.357777,75489.694502,230104.285600,46006.542037,-33287.482511,707984.750000
1116,1,-0.031957,0.151707,0.063056,358893.101172,-53382.864453,151248.712012,271185.312744,26991.331494,28145.216992,1105110.875000
1117,1,-0.031957,0.151707,0.042037,344335.397929,50683.445312,179703.836426,253936.533518,-15650.618829,46375.678060,1214824.750000
1118,1,-0.031957,0.151707,0.021019,167074.016412,-153150.971408,112295.985677,265075.399719,-56834.034637,24689.006483,1391062.125000
1119,1,-0.085520,0.103966,0.021019,-165633.300921,-475739.837054,-86832.254569,327360.289621,-14961.611629,-14518.112095,809395.875000
1120,1,-0.085520,0.103966,0.042037,-162632.124860,-471971.188616,-88515.028739,328697.857701,-1321.454947,-14054.627005,839116.625000
1121,1,-0.085520,0.103966,0.063056,-164999.142857,-476002.383929,-73073.084821,326379.246931,-3251.818351,22706.421317,1075396.000000
1122,1,-0.085520,0.103966,0.084075,-142035.051322,-471468.192941,-61016.036795,270807.734515,-7830.579250,18874.930873,1075396.000000
1123,1,-0.071025,0.089470,0.021019,-39089.258580,-320602.056920,-30184.449149,190886.442592,-11633.405361,-56.769714,446159.718750
1124,1,-0.071025,0.089470,0.042037,-47264.235561,-313542.877232,-35874.913156,199703.956194,-4363.751239,1187.020081,428737.187500
1125,1,-0.071025,0.089470,0.063056,-42397.265276,-312265.054688,-34952.844727,200935.977121,-6970.201747,19006.439662,443373.562500
1126,1,-0.071025,0.089470,0.084075,-34392.116769,-340699.036272,-46001.385899,200232.327288,1405.815308,14415.295846,456744.062500
1127,1,-0.056529,0.074975,0.021019,74690.863351,-205926.699219,13287.243164,63211.110944,-6087.804635,6846.227565,246449.562500
1128,1,-0.056529,0.074975,0.042037,64336.802455,-196389.202009,9752.398019,65836.579102,-2720.303336,1165.383266,237830.031250
1129,1,-0.056529,0.074975,0.063056,61401.077218,-199224.940290,4212.019793,68642.120954,-487.940029,7419.702807,237830.031250
1130,1,-0.056529,0.074975,0.084075,72597.735979,-219760.555246,-8536.822588,82236.928920,13721.660505,-3250.666822,232166.593750
1131,1,-0.042034,0.060480,0.021019,187049.960100,-88324.650739,69426.779332,-60285.744420,-5966.493949,10008.680246,218430.765625
1132,1,-0.042034,0.060480,0.042037,175067.185826,-84049.693917,86855.120815,-54357.682757,-456.653303,645.195923,495375.468750
1133,1,-0.042034,0.060480,0.063056,167206.253906,-88351.622593,76620.089778,-50589.854632,11711.489245,-8539.843658,465140.531250
1134,1,-0.042034,0.060480,0.084075,221450.808594,-96606.522426,61305.101946,-48804.554339,34399.829381,-20360.176261,265206.906250
1135,1,-0.027538,0.045984,0.021019,283764.155692,19936.384487,186764.950509,-191304.753767,-40760.770299,35296.285156,495375.468750
1136,1,-0.027538,0.045984,0.042037,279238.055664,4989.804129,188102.801339,-169935.671317,-725.229248,-3665.332833,446711.062500
1137,1,-0.027538,0.045984,0.063056,285281.426915,20532.035052,179981.024275,-159076.457589,28656.474136,-15691.571882,450408.375000
1138,1,-0.027538,0.045984,0.084075,215444.841146,-163110.169813,105566.046441,-34399.588976,15966.688856,-22504.911431,639408.375000
1139,1,-0.137019,0.097176,0.000000,-83406.050515,-469642.685724,-24592.150746,-365599.539773,-8737.669434,55710.527699,598685.000000
1140,1,-0.158831,0.066073,0.000000,-119138.763672,-486618.528125,-15967.474414,-244783.310938,-22821.692839,5944.832096,324805.750000
1141,1,-0.163667,0.044225,0.000000,-111515.994922,-427110.368750,-13508.521436,-241788.014063,-34695.622485,-16362.143299,392237.406250
1142,1,-0.181168,-0.037203,0.000000,-51103.200195,-281941.956250,-44.308566,189904.457813,-9461.337122,1248.481319,424114.218750
1143,1,-0.159204,-0.066401,0.000000,-137627.671575,-487208.199519,-22446.246779,247139.182692,-14971.267168,-12920.957956,988000.687500
1144,1,-0.153370,-0.103230,0.000000,-30072.600293,-264112.926953,3641.809668,124439.561865,-20624.053223,-25840.889804,359464.343750
1145,1,-0.127449,-0.134614,0.000000,-98594.368945,-256370.905469,18380.724072,149039.346094,-37349.254382,-40721.306664,338345.031250
1146,1,-0.101388,-0.155122,0.000000,-64019.636719,-539294.182292,-11844.317352,352165.622396,16412.875829,30960.594533,585715.312500
1147,1,-0.065643,-0.173349,0.000000,-139860.967529,-325819.695801,-51678.577881,-33935.107910,48869.087646,12197.520996,411181.968750
1148,1,-0.034230,-0.182103,0.000000,-135378.668701,-256673.371094,-8903.969543,-170079.595703,-23004.488051,-15757.875305,464502.375000
1149,1,0.006625,-0.185010,0.000000,-19733.196359,-558255.703125,-70932.828823,42603.742815,8055.080741,-79718.447545,773751.875000
1150,1,0.022546,-0.170184,0.000000,9102.048295,-349332.383168,-17473.632147,244078.410511,56591.516912,-18709.995028,773751.875000
1151,1,0.039862,-0.181261,0.000000,-174235.090495,-200172.571289,-42854.686727,138193.202148,12902.982330,-17118.089762,323839.000000
1152,1,0.064214,-0.157337,0.000000,123594.133594,-261385.225098,41637.322656,-14947.516406,-45153.636719,55824.189709,966084.250000
1153,1,0.085522,-0.149413,0.000000,108082.003646,-460254.710938,-5734.894173,-286466.472917,-21237.446549,19868.514355,852346.937500
1154,1,0.137335,-0.103392,0.000000,-78581.105681,-355785.487132,-15486.674259,-277745.627298,359.447223,-24868.948111,549205.687500
1155,1,0.156161,-0.064960,0.000000,-144625.323568,-415164.763021,-21862.746002,-220462.324219,25106.864868,-7001.388590,571955.062500
1156,1,0.180231,-0.043075,0.000000,-48613.334826,-211892.329869,9142.706020,-146860.320033,17707.463133,5607.141846,325061.343750
1157,1,0.182655,0.030814,0.000000,-20199.835400,-288313.856250,-4396.733002,169860.685938,7964.003491,-4574.124487,373481.406250
1158,1,0.156700,0.064586,0.000000,-126563.088623,-469194.725586,-30541.766788,235982.344238,34130.274231,186.943817,596924.937500
1159,1,0.157480,0.097939,0.000000,-13591.118851,-186599.546204,14114.711075,90131.645813,13112.919220,26082.835663,254562.531250
1160,1,0.091417,0.158584,0.000000,-111019.942758,-511083.355769,-4230.873178,364036.088942,-17690.551579,22526.992009,813560.187500
1161,1,0.059706,0.175398,0.000000,-488704.055804,-600506.756696,-37647.538661,174948.223633,-16928.119271,23134.811872,535729.437500
1162,1,0.019867,0.184061,0.000000,-397015.507629,-815494.929688,6249.507477,-148515.654785,-4173.571289,66628.624741,858913.125000
1163,1,-0.014132,0.185459,0.000000,-343342.113281,-805475.756250,33635.116113,171100.030859,-13967.748682,61629.150684,822371.812500
1164,1,-0.026385,0.169222,0.000000,-242331.920313,-481705.223047,33844.540365,272988.849349,-61563.820874,17421.608650,1391062.125000
1165,1,-0.049315,0.176401,0.000000,-598706.219952,-623761.551082,11099.455078,-67956.339844,29889.034818,39464.045363,760208.937500
1166,1,-0.064038,0.158584,0.000000,-21914.068622,-392646.917725,8245.764573,-158936.139724,37800.592022,10448.882390,615388.375000
1167,1,-0.083529,0.147262,0.000000,19955.561314,-493990.351004,3825.317906,-334661.735491,54226.274309,45450.246916,590616.312500
1168,1,-0.100369,0.136370,0.000000,-122263.341125,-650454.880859,-25858.340027,-308122.811035,-4783.259216,29145.656155,769712.187500
1169,1,0.184757,-0.010085,0.000000,109680.560852,-388481.296875,-22288.893799,-97609.710205,-18732.848938,3858.585262,533888.000000
1170,1,0.166237,-0.080368,0.000000,-78489.251660,-192333.299219,3323.653040,-101965.804297,19147.308447,-5833.752881,571955.062500
1171,1,0.103061,-0.134685,0.000000,-87499.529018,-631093.606306,-68024.224888,-205762.179688,6750.088548,-3535.602644,904165.312500
1172,1,-0.046184,-0.165462,0.000000,53077.137733,-6226.380258,51167.333909,-173441.828801,-10002.410297,19717.957017,464502.375000
1173,1,-0.105187,-0.135698,0.000000,-13024.171520,-602885.505682,-28658.471325,217652.591619,-65.575190,-20157.160012,785594.250000
1174,1,-0.146945,-0.085092,0.000000,-130469.914062,-502333.401786,-21864.336007,258833.800223,-2772.639511,-23765.998465,603426.062500
1175,1,-0.167838,-0.024165,0.000000,72740.896624,-454651.660714,-31185.076939,234717.235491,-7965.928310,40419.790318,507303.375000
1176,1,-0.188215,-0.000464,0.000000,102914.789440,-458556.673295,-25466.139171,-1208.259011,1071.505926,6300.530731,552735.812500
1177,1,-0.164247,0.086062,0.000000,-49631.384905,-194939.113281,5744.502755,-100479.088170,-16626.288688,8915.578265,463637.687500
1178,1,-0.137642,0.116403,0.000000,-99349.722786,-193941.511328,5372.764714,-209239.516276,-15056.137956,17306.571533,460490.468750
1179,1,-0.083421,0.165494,0.000000,-282585.089355,-735429.382812,-34250.261230,-420462.869141,14006.378677,7693.043037,835695.375000
1180,1,0.045866,0.162981,0.000000,-188734.453320,-325921.828125,29095.734375,-28925.601172,8803.419238,-5087.854883,693216.625000
1181,1,0.067859,0.156975,0.000000,10147.774184,-376500.371324,10794.119256,214375.765280,-35302.332692,10800.362879,813560.187500
1182,1,0.101463,0.137474,0.000000,-160693.239633,-537372.506010,-37007.001052,272542.991887,9395.344079,35661.092924,579795.062500
1183,1,0.137280,0.124636,0.000000,-92062.542578,-125215.843164,-6006.320020,152782.352344,12053.986426,4175.371899,307955.468750
1184,1,0.174771,0.062261,0.000000,-93169.179757,-200602.532227,8825.499717,123877.271170,26977.085310,9204.687849,263343.375000
1185,1,-0.167682,0.023588,0.000000,136859.432617,-442713.035714,-12093.636623,-228222.752232,3013.602103,-42757.397461,590733.562500
1186,1,0.044654,-0.163773,0.000000,53882.973437,-20701.327441,43704.520557,155992.950000,-7387.079175,19046.362891,323839.000000
1187,1,0.122052,-0.138680,0.000000,-71609.924023,-222548.991797,29770.452148,-104431.799609,36070.254956,-21412.338037,300933.750000
1188,1,0.147741,-0.083288,0.000000,-143735.230835,-455833.875977,-30012.164719,-234288.919922,8891.840378,-22039.682526,549205.687500
1189,1,0.169827,-0.024482,0.000000,52600.081112,-386777.161765,-16419.402200,-201802.893842,-11542.579590,34337.987190,533888.000000
1190,1,-0.084838,-0.146651,0.000000,130599.841797,-511106.424609,3890.958496,180471.112207,48826.360065,24303.642554,913628.000000
1191,1,0.166050,0.044198,0.000000,-94024.737571,-360543.291193,-17502.107727,219459.181108,30487.621271,-15967.072266,615951.750000
1192,1,0.137242,0.103353,0.000000,-59255.642361,-258414.016493,-6974.255642,298376.057292,15641.171875,39835.629340,913840.750000
1193,1,-0.163983,-0.044426,0.000000,-135902.186279,-483562.078125,-28104.020315,251484.418945,-21953.742348,12894.412903,619603.750000
1194,1,-0.135089,-0.101700,0.000000,-48968.609863,-374508.300781,7172.458691,295881.415625,-1892.745703,-35486.124780,603426.062500
1195,1,0.184144,0.010519,0.000000,119606.351270,-385115.334375,-22863.144336,66865.953320,-13888.476367,-4510.812781,485164.218750
1196,1,0.166457,0.080313,0.000000,-60569.626221,-204791.324414,-1216.884570,94657.323633,29321.297302,16546.685449,321602.031250
1197,1,0.122314,0.139274,0.000000,-110238.538411,-213703.698079,17455.997640,118736.908040,27209.017242,36309.849121,325449.218750
1198,1,0.040010,0.180222,0.000000,-565163.115625,-616204.595313,-16319.396545,-59755.192871,-8419.824219,31697.623822,535729.437500
1199,1,0.003350,0.188488,0.000000,-349045.552885,-851211.490385,51812.150053,-37538.637019,-13315.961567,94620.683444,648615.687500
1200,1,-0.100238,0.154997,0.000000,-112400.610937,-539575.587500,-14405.909229,-346232.662500,-3247.269128,-2259.594427,835695.375000
1201,1,-0.130268,0.134383,0.000000,-129722.451705,-172033.272150,5947.352450,-141206.593129,-7977.206898,-5312.437389,139723.343750
1202,1,-0.152982,0.101652,0.000000,-41362.473242,-196368.735156,3583.966113,-105494.565952,-20520.059766,13506.294604,290770.468750
1203,1,-0.180991,0.036684,0.000000,-32970.902637,-289012.052344,-4320.661230,-213049.925000,-19234.591713,-6639.079136,410854.593750
1204,1,-0.184648,0.016540,0.000000,82877.605273,-406739.662500,-22312.585461,-138274.225781,7520.364307,-2306.980005,590733.562500
1205,1,-0.184703,-0.017068,0.000000,55761.449829,-398020.144531,-12513.966187,147864.905273,9141.173035,8968.962672,587563.125000
1206,1,-0.140807,-0.119309,0.000000,-80920.736182,-259484.494531,355.897510,192138.815625,-2802.948875,-3586.822144,314213.218750
1207,1,-0.083591,-0.164720,0.000000,-190033.403320,-759453.132812,-106990.674963,290382.976270,46847.361426,-21474.617383,832360.375000
1208,1,-0.013862,-0.184014,0.000000,-28654.442034,-551996.361607,-52585.576904,-112876.133092,-29693.810442,-63382.993094,747262.375000
1209,1,0.059085,-0.175360,0.000000,-158842.147266,-351330.135254,-38594.215430,6271.346558,-13904.127551,1192.872131,323839.000000
1210,1,0.137350,-0.124791,0.000000,-91985.511328,-156523.541797,1423.819482,-162598.468359,21878.010449,1873.563086,322355.468750
1211,1,0.173839,-0.061965,0.000000,-75939.927769,-189343.284319,3773.050249,-105039.346191,32988.909947,-5437.732483,253057.562500
1212,1,0.157435,-0.098365,0.000000,-33506.904572,-208214.925171,7599.024048,-87670.037109,18326.332092,-10043.518280,114675.312500
1213,1,0.078034,-0.168700,0.000000,-172774.750391,-679981.239941,-69124.837646,-412134.767188,-36457.331006,18072.349023,963248.375000
1214,1,0.076845,0.171436,0.000000,-398176.675426,-656852.690341,-30092.918482,396227.004261,2017.046431,10390.790095,827978.312500
1215,1,0.169219,-0.000340,0.000000,263481.806071,-328727.437500,14185.345215,-23011.256836,-44332.281901,4129.104340,533888.000000
1216,1,-0.171723,-0.000224,0.000000,286200.065430,-398698.630682,-15131.427734,1900.292569,24632.395952,1892.256792,587563.125000
1217,1,0.119463,0.120536,0.000000,-195831.648996,-187314.506592,4597.009521,231804.575614,17122.781948,41762.130162,595443.375000
1218,1,0.119712,-0.120004,0.000000,-167050.198893,-224277.280884,5959.216024,-164326.350260,19710.347717,-36033.079549,477944.218750
1219,1,-0.001397,-0.169281,0.000000,30987.753125,-862190.775000,-38992.766992,-5532.961914,-9564.673340,-94360.769287,747262.375000
1220,1,0.182566,0.047283,0.000000,-71015.570046,-165218.067116,12703.826771,134880.169744,15776.113991,8598.932551,373481.406250
1221,1,0.109945,0.152310,0.000000,-72498.069543,-323266.078125,25820.202336,198505.442007,1002.044124,26094.317392,282723.687500
1222,1,-0.164465,-0.086666,0.000000,-72587.549194,-234756.138184,4503.277466,104231.572754,-23761.415649,-18520.337357,300822.187500
1223,1,-0.066448,-0.156018,0.000000,192337.171840,-176026.231306,53430.889858,-75747.894671,31917.920968,27487.684710,411181.968750
1224,1,0.147842,0.083153,0.000000,-182117.322591,-500714.731771,-36176.684570,265318.236979,11162.807017,40632.532389,596924.937500
1225,1,-0.176891,0.056404,0.000000,-92402.536572,-217892.985254,9333.614209,-140923.189062,-26786.899512,5797.864355,392237.406250
1226,1,0.150454,0.113704,0.000000,-9514.029597,-157861.671058,15279.612380,111193.365234,11446.425347,11474.463696,307955.468750
1227,1,-0.031920,0.185351,0.000000,-614595.513393,-778661.767857,11555.442871,117464.614816,1861.753401,-3772.021782,831803.187500
1228,1,-0.177118,-0.056597,0.000000,-88189.509155,-210362.772461,6331.376728,145075.165527,-20738.615646,-6908.084595,410407.875000
1229,1,-0.068712,0.174896,0.000000,-622206.146307,-763077.948864,-47683.282670,-286275.568182,13066.212402,30331.437678,869973.812500
1230,1,0.023798,-0.187023,0.000000,-133658.559304,-399646.461648,-105684.840021,152129.891335,17038.843520,-60527.644709,542091.625000
1231,1,0.106551,-0.152144,0.000000,-46041.619141,-421613.183594,6840.647095,-229520.893555,8836.692871,22190.484436,852346.937500
1232,1,-0.116403,0.144068,0.000000,-139351.400594,-420676.609375,5626.908162,-200227.914714,-11399.131185,13961.233663,400315.312500
1233,1,-0.050975,-0.181534,0.000000,-193015.942308,-118797.897987,-40212.998094,-57983.301082,-6567.179913,-18813.571514,218721.328125
1234,1,0.186421,-0.027505,0.000000,49884.145237,-317942.010417,-10382.936957,-145129.506944,2578.103109,-4785.842221,345017.781250
1235,1,0.150478,-0.113828,0.000000,-19868.938151,-150384.192708,10127.662326,-99206.004123,17830.330621,-6419.074280,99864.093750
1236,1,0.094199,-0.163641,0.000000,-197585.957741,-397781.590909,-6240.770597,-455806.610795,6989.844283,29678.253618,852346.937500
1237,1,-0.174203,-0.073145,0.000000,-52701.362393,-123573.121538,27129.522688,76646.567472,-8798.780107,-12876.939292,214491.781250
1238,1,-0.174039,0.072920,0.000000,-64220.458008,-102135.332386,25986.253462,-66679.230824,-17417.282193,15840.436773,324805.750000
1239,1,-0.023445,-0.167842,0.000000,-12459.704987,-359617.514847,10100.610962,-258844.026367,-63540.266090,-23551.744568,464502.375000
1240,1,0.082693,0.144442,0.000000,-54284.923968,-490603.808036,3888.807129,336258.325893,-35331.920480,29832.042690,813560.187500
1241,1,0.163064,-0.046138,0.000000,-113827.817243,-484080.828125,-31311.285017,-224375.893973,29428.620257,18220.960972,567181.937500
1242,1,-0.044416,0.160507,0.000000,58820.193537,-108251.172319,104361.418857,90625.267401,-18108.522727,6835.525779,758128.812500
1243,1,0.168044,0.021699,0.000000,105250.423758,-388605.883929,-14422.980342,198373.246652,-12342.237026,-33511.058524,770318.562500
1244,1,-0.147042,0.083948,0.000000,-148397.932861,-537590.770833,-34969.062581,-276147.462240,-11716.634491,20929.305420,954175.000000
1245,1,-0.117193,0.124950,0.000000,-244599.277393,-331050.711426,-17317.290430,-229569.784766,-11039.042822,15238.865283,460490.468750
1246,1,-0.121168,-0.118300,0.000000,-140978.576497,-247470.588542,12981.584188,219076.496745,-11884.717448,-55681.718852,684970.062500
1247,1,0.001131,0.171913,0.000000,-146722.979528,-963677.532895,-33638.113056,-34161.876163,-8812.367367,98632.927118,1047058.062500
1248,1,0.025313,0.167562,0.000000,-218487.402384,-577666.457031,12276.199148,-243354.026042,42667.403575,55205.531738,881586.062500
1249,1,-0.116905,-0.147911,0.000000,-90111.416466,-392553.185096,8801.951623,194466.845553,-17040.275597,-12908.210177,585715.312500
1250,1,0.129870,0.084676,0.084075,-193450.835938,-576412.847656,-89234.619629,374003.589844,15185.586319,-17150.899368,979322.625000
1251,1,0.129870,0.084676,0.063056,-241766.345052,-616065.002604,-127516.628881,378258.053385,4785.762278,-7868.339783,931688.437500
1252,1,0.129870,0.084676,0.042037,-253477.367839,-618448.627604,-130067.894669,376234.414062,-2533.585103,7036.166280,556762.000000
1253,1,0.129870,0.084676,0.021019,-252677.995536,-631893.386161,-103318.936175,354617.258929,-18363.273926,32807.132533,1054773.250000
1254,1,0.139305,0.068048,0.084075,-197323.751302,-696081.523438,-95220.248535,311293.372396,-385.248515,-1921.265381,956606.375000
1255,1,0.139305,0.068048,0.063056,-245933.534505,-710231.270833,-136945.605570,325462.947917,5764.530813,-8610.239096,931688.437500
1256,1,0.139305,0.068048,0.042037,-236322.994792,-703858.453125,-124021.257589,325749.347656,-620.540011,19809.459812,924537.312500
1257,1,0.139305,0.068048,0.021019,-206758.567522,-672801.622768,-90995.216727,325051.335938,-3653.818209,6782.071673,885628.125000
1258,1,0.146620,0.050386,0.084075,-126314.408594,-707458.606250,-77925.905225,277508.323437,-10894.097705,23606.362793,862059.187500
1259,1,0.146620,0.050386,0.063056,-135396.749302,-671857.066964,-105207.010080,264905.765625,1372.389099,-104.561087,904276.625000
1260,1,0.146620,0.050386,0.042037,-146143.349414,-740099.959375,-112433.805859,308704.595313,-14592.306226,7371.242918,835730.250000
1261,1,0.146620,0.050386,0.021019,-110321.269922,-736074.600000,-83772.535718,320185.842187,18956.684094,-14071.229199,904153.000000
1262,1,0.151707,0.031957,0.084075,-38071.187256,-574859.762500,-66823.060059,236808.029688,-14562.292627,57830.044922,897262.625000
1263,1,0.151707,0.031957,0.063056,-84242.046910,-556778.982143,-87746.705636,240177.847098,-1470.983372,20799.259347,717317.500000
1264,1,0.151707,0.031957,0.042037,-80481.456177,-559351.666667,-99108.050456,239831.411458,-589.699280,-13847.151627,835730.250000
1265,1,0.151707,0.031957,0.021019,-60001.938965,-568794.178571,-71771.382533,265078.638393,333.293004,-35301.663958,835730.250000
1266,1,-0.105366,0.135412,0.105093,-148112.913352,-626325.264915,-20568.656683,-210049.749645,7930.432884,-27727.347390,801841.187500
1267,1,-0.101602,0.155260,0.105093,-89870.870313,-503941.409375,28442.110742,-334561.848438,4658.081787,-3698.093201,801841.187500
1268,1,-0.066696,0.156023,0.105093,53884.855469,-377432.139509,29349.448905,-162731.412667,-44891.568917,-12464.276825,532581.812500
1269,1,-0.046351,0.165560,0.105093,-102851.003305,-280031.054087,37995.993108,63827.131611,4186.984159,-21851.607638,772699.562500
1270,1,-0.034277,0.182269,0.105093,-622188.199219,-741621.269531,19397.527161,143450.978271,-5626.048325,-34936.797272,836094.687500
1271,1,0.006620,0.185012,0.105093,-327468.360156,-851349.793750,10840.396826,-47493.833691,5766.375293,-79556.975586,899874.625000
1272,1,0.022561,0.170228,0.105093,-194669.493690,-594874.424279,-5210.619554,-240175.962139,-43873.644681,-46003.996094,828595.687500
