nodeid,nodetype,x,y,z,S11,S22,S33,S12,S13,S12,mises
738,1,-0.200014,-0.105845,0.115317,-14527.844104,14322.931609,40892.251172,-1469.399609,7362.373853,2317.258832,91447.210938
739,1,-0.208586,-0.087754,0.115317,-37114.829014,-13559.497628,26940.938267,31430.411098,8036.180812,4572.871094,110866.835938
740,1,-0.215526,-0.068976,0.115317,-31611.308350,-47934.308001,22114.508405,54555.349051,1590.609488,6967.742858,230572.890625
741,1,-0.220778,-0.049658,0.115317,-20415.052429,-137314.961609,12930.634705,78586.893066,-2254.640672,5807.352462,262234.375000
742,1,-0.224303,-0.029951,0.115317,9749.953882,-295968.282813,-12242.398120,93178.786719,-1802.426782,6423.444116,416347.312500
743,1,-0.226072,-0.010010,0.115317,50522.950056,-366315.720982,-18731.725996,35798.653224,-4324.436259,4126.648751,439571.156250
744,1,-0.226072,0.010010,0.115317,27920.446680,-382815.343750,-23292.944186,-37222.116797,-2027.930094,1617.258029,365122.281250
745,1,-0.224303,0.029951,0.115317,-4952.077321,-285147.122396,-8301.034648,-100880.059245,-774.841858,-6443.675453,318540.937500
746,1,-0.220778,0.049658,0.115317,-19766.579437,-154681.814779,13025.657308,-98549.467773,4504.883138,-13025.525146,267518.156250
747,1,-0.215526,0.068976,0.115317,-39664.523071,-44014.292969,23740.738342,-53756.667959,2967.327881,-14991.479513,188954.359375
748,1,-0.208586,0.087754,0.115317,-29982.442941,-6436.246443,33348.422865,-16100.045096,449.286089,-5579.308812,112511.406250
749,1,-0.200014,0.105845,0.115317,-2255.168434,-20176.245361,36820.884094,-14139.939240,1317.904831,-3764.013046,142608.750000
750,1,-0.189877,0.123109,0.115317,8429.153656,-55099.731987,27100.424316,-29842.324295,1351.937243,-4791.745936,116262.523438
751,1,-0.178254,0.139408,0.115317,-10459.203868,-31638.471863,23932.791654,-41696.527507,4335.938304,-2027.898013,123650.117188
752,1,-0.165235,0.154617,0.115317,-49880.065299,-37556.325387,18725.242717,-53853.269915,7928.914376,-816.869112,203968.828125
753,1,-0.150923,0.168615,0.115317,-24995.903320,-39707.163365,40716.144610,-16682.215594,8803.987061,-1284.537327,170821.218750
754,1,-0.135431,0.181294,0.115317,-11239.306606,-129790.619420,36147.974679,-42069.364537,15863.940081,14.233198,248572.562500
755,1,-0.118878,0.192554,0.115317,-70494.839307,-224825.853906,19971.841443,-179222.609180,14278.886301,-3319.753516,493780.500000
756,1,-0.101395,0.202307,0.115317,-263255.424805,-245953.103516,-3595.225098,-292766.894531,13698.705009,5800.350990,691605.437500
757,1,-0.083118,0.210476,0.115317,-519747.947917,-403500.726562,-58326.945964,-312463.914062,10250.949913,24569.379628,550587.875000
758,1,-0.064191,0.216999,0.115317,-622937.992188,-394860.570312,-22666.078451,-162972.075195,4807.986908,-23564.059733,455408.562500
759,1,-0.044761,0.221823,0.115317,-526230.427734,-364562.892578,19044.763596,527.413208,-17299.523350,-31454.724304,595494.562500
760,1,-0.024981,0.224911,0.115317,-313711.503348,-467116.085938,44715.349121,115481.170480,-12270.568926,-35229.540091,436904.218750
761,1,-0.005006,0.226239,0.115317,-160315.068359,-524164.794271,82377.267334,29706.718994,-5246.379110,-32092.707540,436904.218750
762,1,0.015008,0.225796,0.115317,-229679.789795,-463970.419922,82005.725861,-75431.514465,2455.002611,-31378.812836,672551.187500
763,1,0.034906,0.223586,0.115317,-473696.419271,-417836.045573,54850.019491,-43164.639181,23896.013159,-24016.113688,690751.000000
764,1,0.054530,0.219626,0.115317,-687947.493750,-437516.187500,6829.709082,101896.680591,19390.991650,-10191.452747,708464.375000
765,1,0.073727,0.213947,0.115317,-627910.505208,-478349.270833,-40614.743917,271453.251139,-20048.158264,-8574.412598,771881.875000
766,1,0.092347,0.206594,0.115317,-428012.323661,-279250.500558,-37393.206874,359678.122768,-25779.149658,37993.076590,665920.500000
767,1,0.110244,0.197624,0.115317,-194423.273996,-247662.252232,-11156.056872,264140.705357,-14619.765520,31943.306920,399670.406250
768,1,0.127279,0.187107,0.115317,-40525.351214,-189676.332589,29116.353271,124205.787667,-15310.541216,8750.404998,405481.250000
769,1,0.143317,0.175126,0.115317,-14530.936030,-80211.626333,44067.877482,24354.208740,-10284.663011,1002.459551,103210.148438
770,1,0.158234,0.161774,0.115317,-50980.286453,-24706.308075,37440.441691,27505.485433,-6083.134533,-4509.482920,103210.148438
771,1,0.171913,0.147156,0.115317,-13812.224784,-25200.536761,36408.433855,47859.114676,-3834.337674,-752.212149,59932.832031
772,1,0.184246,0.131387,0.115317,3035.492554,-68767.509399,24112.811676,31324.332214,-1415.634811,-6463.733723,171097.000000
773,1,0.195137,0.114589,0.115317,-2036.617571,-25588.388777,33407.673915,8670.350516,-4722.284272,-7625.372437,79465.398438
774,1,0.204500,0.096895,0.115317,-11991.417480,-5888.524170,39078.227905,9721.477702,1775.293595,-6261.971293,94053.484375
775,1,0.212264,0.078442,0.115317,-33491.852393,-20758.046094,26057.846082,21316.733984,-6384.006277,-10909.728699,101999.500000
776,1,0.218366,0.059375,0.115317,-39584.017853,-111810.795349,11958.086162,87049.535278,1565.773323,-5646.649754,237718.500000
777,1,0.222759,0.039843,0.115317,-17450.695487,-226219.540737,5368.590603,115402.207031,3948.883756,-9549.913470,237718.500000
778,1,0.225408,0.020000,0.115317,20051.574316,-343938.014062,-7814.572900,75810.713867,3379.540155,-8053.715717,341675.531250
779,1,0.226294,0.000000,0.115317,30916.736938,-412984.195312,-26016.595174,1312.152634,2471.944499,-565.826096,380202.156250
780,1,0.225408,-0.020000,0.096098,27434.427961,-342194.256696,-27036.973672,-77386.693359,-1587.970189,1946.320019,431856.781250
781,1,0.222759,-0.039843,0.096098,-21171.951836,-201941.167969,4691.644964,-104376.236328,-2306.795453,5024.363608,205613.281250
782,1,0.218366,-0.059375,0.096098,-40235.352214,-93804.399068,31264.861959,-78797.029622,-3157.781052,8838.268182,205613.281250
783,1,0.212264,-0.078442,0.096098,-40966.506266,-43395.505920,37647.412150,-40843.240967,-923.646830,12191.688192,127583.218750
784,1,0.204500,-0.096895,0.096098,-23700.296295,26323.743652,50813.163574,15483.319214,-960.142990,3449.825775,127583.218750
785,1,0.195137,-0.114589,0.096098,-6272.640889,-36559.063304,46365.595174,147.432617,-2761.734726,3803.927945,182348.718750
786,1,0.184246,-0.131387,0.096098,-3491.477522,-74159.792960,37902.113647,-27054.818429,-4945.987843,3122.440412,155149.828125
787,1,0.171913,-0.147156,0.096098,-12019.033472,-49593.035742,47409.529199,-44770.645996,-8511.081177,-10526.949219,112467.671875
788,1,0.158234,-0.161774,0.096098,-62897.660296,-72313.215193,43020.134539,-57395.861747,-18992.862130,-17882.930751,146137.359375
789,1,0.143317,-0.175126,0.096098,-53904.904297,-163215.955469,31109.812402,-83207.026172,-24440.231641,-18768.094189,339149.656250
790,1,0.127279,-0.187107,0.096098,-146531.594808,-336359.632812,-20121.673726,-241330.821615,-25974.893810,-32636.560588,339149.656250
791,1,0.110244,-0.197624,0.096098,-382844.533622,-669455.564732,-174975.498326,-455507.772321,-11212.208619,-51471.753069,780031.437500
792,1,0.092347,-0.206594,0.096098,-590752.623047,-1066887.476562,-384864.826562,-362546.035547,-15631.167187,-64308.522266,894253.125000
793,1,0.073727,-0.213947,0.096098,-116143.383789,-190923.611145,-93604.055583,19528.356283,-6265.311549,35081.272949,173683.984375
794,1,0.054530,-0.219626,0.096098,-79707.732259,-63379.587585,-38264.930054,60375.475260,-5351.659978,14865.718821,59386.460938
795,1,0.034906,-0.223586,0.096098,-112995.130078,-208112.768750,-84801.575977,99052.989062,-2318.056384,27252.379199,235162.515625
796,1,0.015008,-0.225796,0.096098,-128154.224374,-428663.773438,-142837.186105,65561.188198,-9034.677403,36115.505650,351888.375000
797,1,-0.005006,-0.226239,0.096098,-154801.920813,-464337.306250,-173767.570312,-34898.799365,2102.765894,36810.377930,351888.375000
798,1,-0.024981,-0.224911,0.096098,-128678.926953,-302200.656250,-121926.505859,-98770.193750,7233.877637,25233.704150,312881.406250
799,1,-0.044761,-0.221823,0.096098,-121632.908482,-151169.556920,-71668.723528,-77552.980050,4734.896685,20371.818377,180345.531250
800,1,-0.064191,-0.216999,0.096098,-101855.126953,-151962.054688,-65401.389697,-38264.902692,9237.795691,20825.947266,126724.398438
801,1,-0.083118,-0.210476,0.096098,-438387.796875,-713375.420759,-309367.515067,256535.594308,-13708.329241,37727.211914,973925.250000
802,1,-0.101395,-0.202307,0.096098,-507065.559570,-477380.389323,-194565.419271,505893.731771,-5558.694550,4226.985779,698324.250000
803,1,-0.118878,-0.192554,0.096098,-193006.621094,-285875.712240,-32181.107849,256126.309896,10854.995611,-8887.812378,698324.250000
804,1,-0.135431,-0.181294,0.096098,-43436.358594,-167866.804492,37920.398120,97674.628223,13384.479426,-7828.693396,140449.812500
805,1,-0.150923,-0.168615,0.096098,-31701.847900,-57102.740275,52560.485677,43211.403219,17482.626654,-3417.191833,127065.273438
806,1,-0.165235,-0.154617,0.096098,-38933.993311,-30679.066602,43284.827393,26220.603979,16893.404492,-7104.298389,215904.265625
807,1,-0.178254,-0.139408,0.096098,-5184.855428,-31618.777507,44077.991984,39641.009481,5069.189880,-5125.800339,221550.078125
808,1,-0.189877,-0.123109,0.096098,3800.231038,-26798.591227,42871.703023,9435.559555,2470.074715,4351.600131,57090.761719
809,1,-0.200014,-0.105845,0.096098,-7615.036098,-15844.569894,44764.931135,2740.516567,5936.947529,5113.560111,97494.742188
810,1,-0.208586,-0.087754,0.096098,-11145.656738,11221.675391,49965.838965,10760.146094,-2126.237378,2441.906433,198716.125000
811,1,-0.215526,-0.068976,0.096098,-18244.134814,-54578.179102,40944.208203,40039.515625,-1403.202767,5212.300573,71740.875000
812,1,-0.220778,-0.049658,0.096098,-21147.697164,-158225.593099,18594.460358,81159.162760,-904.193010,9028.208537,262234.375000
813,1,-0.224303,-0.029951,0.096098,5401.070618,-280331.218750,-10501.301270,90480.423828,1182.396978,5223.998039,261600.265625
814,1,-0.226072,-0.010010,0.096098,18894.223389,-373712.807292,-39086.073730,28513.582148,1199.355794,1576.223183,434349.000000
815,1,-0.226072,0.010010,0.096098,30823.256673,-373792.958333,-34061.411947,-30692.490967,-2503.902842,-987.723014,393580.656250
816,1,-0.224303,0.029951,0.096098,8366.298707,-283294.674479,-12645.065491,-93098.162109,863.029521,-5301.363523,304254.718750
817,1,-0.220778,0.049658,0.096098,-27732.749250,-149800.310547,11554.256173,-88301.280134,638.025835,-7938.221967,277656.156250
818,1,-0.215526,0.068976,0.096098,-29456.095654,-40636.584082,39454.962915,-48702.613208,-1082.771252,-5722.164396,72008.109375
819,1,-0.208586,0.087754,0.096098,-31889.426849,-29165.641907,41232.782337,-34413.129166,4336.467661,-599.568880,72008.109375
820,1,-0.200014,0.105845,0.096098,-793.117564,-3679.927734,48698.769124,-5603.255452,-986.834373,-2881.917450,173585.390625
821,1,-0.189877,0.123109,0.096098,-3717.472056,-40345.468994,34176.510386,-11839.833577,858.591702,-4005.011508,45947.339844
822,1,-0.178254,0.139408,0.096098,3277.634094,-26083.432838,34111.345531,-1875.312042,6400.201267,-680.568771,50204.398438
823,1,-0.165235,0.154617,0.096098,-35264.592630,-28399.005301,31399.166469,-35540.393555,8662.803445,649.645307,203968.828125
824,1,-0.150923,0.168615,0.096098,-9836.187305,-14765.194336,55765.129395,4255.419849,12725.708331,-1445.766223,111743.515625
825,1,-0.135431,0.181294,0.096098,-7607.644336,-97752.693750,55158.371875,-34993.200000,6355.887024,-2278.553076,241258.296875
826,1,-0.118878,0.192554,0.096098,-67087.478841,-175143.985026,35321.002808,-142736.971680,5353.945094,-5513.417252,316494.781250
827,1,-0.101395,0.202307,0.096098,-289428.707031,-272147.960938,-22005.395671,-291800.899740,10940.263295,13330.530024,493368.937500
828,1,-0.083118,0.210476,0.096098,-525255.143229,-409855.125000,-94735.743164,-296828.872396,10652.186160,14927.437785,789516.937500
829,1,-0.064191,0.216999,0.096098,-613744.284375,-351686.271875,-53877.434277,-172909.390820,-377.755679,4504.784717,722500.312500
830,1,-0.044761,0.221823,0.096098,-493200.528125,-314272.231250,23020.636182,-7104.217969,-16406.624310,-6254.491394,413042.656250
831,1,-0.024981,0.224911,0.096098,-262381.009115,-346640.562500,78268.804850,76985.081543,-10867.133545,-2485.722148,507159.593750
832,1,-0.005006,0.226239,0.096098,-136136.341406,-406683.384375,124161.478516,29046.972754,-13115.139380,-1830.248682,436914.000000
833,1,0.015008,0.225796,0.096098,-202086.207589,-372601.069196,115224.169782,-56319.203230,-4589.912755,8189.697754,470587.781250
834,1,0.034906,0.223586,0.096098,-441490.155134,-318442.774554,49001.391044,-38129.122454,1408.944995,5612.719574,471385.468750
835,1,0.054530,0.219626,0.096098,-663364.117188,-308302.292969,-6777.119690,129212.208435,-4040.305969,1505.601326,619200.812500
836,1,0.073727,0.213947,0.096098,-587272.018229,-388734.949219,-58417.043722,218095.936900,-15176.292725,18430.901667,869335.437500
837,1,0.092347,0.206594,0.096098,-488455.187500,-422933.420573,-101552.638997,315454.674479,-7968.144389,42639.351644,487658.781250
838,1,0.110244,0.197624,0.096098,-227504.320964,-318727.446615,-26350.765299,285215.069010,-9571.241943,16735.457794,784286.875000
839,1,0.127279,0.187107,0.096098,-61861.797241,-192462.669434,33633.351257,134204.159485,-10947.300964,3062.792953,441875.968750
840,1,0.143317,0.175126,0.096098,-30339.305176,-67910.923258,52935.906087,20648.459229,-6416.643322,3208.036924,159843.234375
841,1,0.158234,0.161774,0.096098,-48094.360986,-7551.093750,42969.365771,15754.784586,-11234.435414,-907.036011,55637.093750
842,1,0.171913,0.147156,0.096098,-2572.886182,-27358.488867,42782.481543,29744.491214,-8151.753491,-3374.795221,60296.496094
843,1,0.184246,0.131387,0.096098,-3245.221354,-53957.935832,37214.854326,25473.659505,-3771.557337,2273.447144,79465.398438
844,1,0.195137,0.114589,0.096098,3653.738851,-26479.725952,45740.251465,-3966.048340,-1841.609578,1045.257416,94053.484375
845,1,0.204500,0.096895,0.096098,-16172.766113,-38104.230338,42870.254839,14566.106724,-2301.187988,-4255.461103,94053.484375
846,1,0.212264,0.078442,0.096098,-41195.905762,2629.929115,41337.481308,8247.029053,-538.630253,-9810.485657,91850.726562
847,1,0.218366,0.059375,0.096098,-49800.301514,-108421.198451,22087.476837,83153.276786,1980.591570,-8336.194981,237718.500000
848,1,0.222759,0.039843,0.096098,-10176.980643,-212702.343192,3484.852622,105413.671317,-3751.443372,-4661.165645,355703.125000
849,1,0.225408,0.020000,0.096098,20629.160742,-347284.621875,-24269.278418,73454.583203,-1677.632739,-3496.868152,355703.125000
850,1,0.226294,0.000000,0.096098,30682.913783,-399526.660714,-43510.961914,815.033482,-317.587677,953.035977,488799.156250
851,1,0.225408,-0.020000,0.076878,21492.585859,-334301.602679,-21960.078330,-74691.108817,523.312413,-1085.967149,437106.062500
852,1,0.222759,-0.039843,0.076878,-22064.280324,-201219.479167,5419.894592,-100322.425130,-1463.555513,1312.159724,320913.250000
853,1,0.218366,-0.059375,0.076878,-39352.373861,-91858.276693,34104.037964,-74904.191406,-1176.382643,2567.332243,225005.062500
854,1,0.212264,-0.078442,0.076878,-42363.920247,-49630.555216,43732.796834,-42159.547038,-2131.401803,4026.556201,129751.882812
855,1,0.204500,-0.096895,0.076878,-30287.392639,29505.415405,63853.709961,14938.063721,-2655.808151,4019.238590,125039.796875
856,1,0.195137,-0.114589,0.076878,-17371.480347,-33946.440125,49481.775553,-6964.486898,-511.615114,422.978134,84876.257812
857,1,0.184246,-0.131387,0.076878,-1115.359759,-92664.755702,46895.920637,-51832.068708,-2855.128669,-5159.031233,227583.656250
858,1,0.171913,-0.147156,0.076878,-28879.203836,-45777.425293,57719.253210,-43970.596875,-9631.023651,-3982.948669,122826.218750
859,1,0.158234,-0.161774,0.076878,-45582.684715,-75510.341390,57078.896484,-60533.546712,-3000.885793,-3209.125305,131919.281250
860,1,0.143317,-0.175126,0.076878,-61510.014771,-221230.012370,34562.744954,-111296.754232,-3041.220614,-6575.455767,238531.265625
861,1,0.127279,-0.187107,0.076878,-151161.919824,-335623.529687,-28476.571680,-256230.708594,-3063.949034,-7151.395471,481911.437500
862,1,0.110244,-0.197624,0.076878,-406351.425153,-701318.928571,-247192.666024,-498915.750000,783.870211,-18212.213274,821329.562500
863,1,0.092347,-0.206594,0.076878,-535203.076172,-889862.821875,-404772.157031,-306038.927734,-20353.921191,1283.575000,1568994.750000
864,1,0.073727,-0.213947,0.076878,-97536.047070,-165449.682227,-77035.535059,7732.199023,930.621802,1118.597559,173683.984375
865,1,0.054530,-0.219626,0.076878,-61030.826904,-27791.907471,-26646.819702,47524.782959,-3263.269165,15067.057495,59386.460938
866,1,0.034906,-0.223586,0.076878,-119759.811719,-210085.739063,-86478.768085,101245.385156,-8317.490155,8387.778857,214051.437500
867,1,0.015008,-0.225796,0.076878,-111245.971758,-378926.043527,-127532.010045,57087.141392,3160.131926,6255.972761,398672.250000
868,1,-0.005006,-0.226239,0.076878,-127064.901367,-403820.664062,-142594.632487,-55397.753825,4035.124442,15581.892502,284919.437500
869,1,-0.024981,-0.224911,0.076878,-125795.027344,-310917.834375,-116486.671289,-93599.015234,2536.665675,13267.082202,284919.437500
870,1,-0.044761,-0.221823,0.076878,-100459.744792,-129540.320396,-57664.233887,-92640.116862,5240.609823,6205.288656,180345.531250
871,1,-0.064191,-0.216999,0.076878,-111283.583008,-132290.770103,-63986.495036,-40272.749105,5068.867854,3078.479818,94421.843750
872,1,-0.083118,-0.210476,0.076878,-449224.469401,-690472.055990,-315848.412760,270019.181234,-12456.738139,9162.867391,1303229.500000
873,1,-0.101395,-0.202307,0.076878,-507207.788737,-574020.316406,-239173.259257,511275.257812,-15594.704328,12462.522283,735907.312500
874,1,-0.118878,-0.192554,0.076878,-209800.571615,-311049.276042,-48777.733053,283444.562500,-197.772044,914.211690,487082.968750
875,1,-0.135431,-0.181294,0.076878,-51895.777930,-182348.736084,34117.966357,115232.286719,945.828101,3286.212646,140449.812500
876,1,-0.150923,-0.168615,0.076878,-36571.315709,-82688.960972,60549.274763,40418.272949,2884.731923,3478.228952,126873.109375
877,1,-0.165235,-0.154617,0.076878,-42467.795573,-34661.795817,59403.835002,37717.480713,3998.223587,-8955.719645,95419.656250
878,1,-0.178254,-0.139408,0.076878,-9199.277262,-42507.837774,47610.090556,43858.148544,-1119.636630,-3417.385737,95419.656250
879,1,-0.189877,-0.123109,0.076878,6240.952832,-10824.253082,51252.902246,2011.542023,2357.373132,-2498.834558,109242.593750
880,1,-0.200014,-0.105845,0.076878,-8930.492969,-11497.905957,46453.456183,-11256.577539,-546.153949,-1201.259705,138273.546875
881,1,-0.208586,-0.087754,0.076878,-22403.687866,-45541.240967,46719.516052,32739.037129,514.084763,2355.782628,110626.820312
882,1,-0.215526,-0.068976,0.076878,-24848.259705,-62930.392578,43604.324748,48652.478298,-1175.375420,2166.147439,235999.484375
883,1,-0.220778,-0.049658,0.076878,-19729.923035,-157335.169271,14826.211629,84854.513672,-1771.279064,1404.181773,284931.218750
884,1,-0.224303,-0.029951,0.076878,6509.806152,-275625.644531,-14464.560913,89485.057292,-3743.753774,1995.783945,251866.640625
885,1,-0.226072,-0.010010,0.076878,27742.857471,-351742.518750,-29943.706445,37626.034717,-1896.532819,4051.990073,381294.031250
886,1,-0.226072,0.010010,0.076878,34326.302930,-368084.371875,-30059.176367,-26997.443994,-769.632684,83.031432,401679.437500
887,1,-0.224303,0.029951,0.076878,12971.551056,-278634.992188,-12187.191203,-87352.551432,-782.186391,-498.942535,301647.718750
888,1,-0.220778,0.049658,0.076878,-18806.687429,-162954.965820,13046.671305,-85702.794596,-1173.574852,-161.769063,271106.718750
889,1,-0.215526,0.068976,0.076878,-30772.224592,-66954.729911,36407.817174,-58148.536970,583.459000,-2261.880313,229791.625000
890,1,-0.208586,0.087754,0.076878,-29356.625192,-24095.368583,45725.160278,-32553.589076,-2876.008508,-3609.068107,86361.015625
891,1,-0.200014,0.105845,0.076878,-11236.888590,-11065.980794,51023.202637,-7293.032878,1091.086507,-2743.591438,86361.015625
892,1,-0.189877,0.123109,0.076878,1057.706746,-37842.183578,39049.709269,-9017.104279,1220.303157,-1114.757886,50204.398438
893,1,-0.178254,0.139408,0.076878,-13225.916815,-32991.704962,35975.047852,-20295.942590,3031.519202,109.692255,50204.398438
894,1,-0.165235,0.154617,0.076878,-46065.879535,-1421.502734,47419.440430,-15489.380457,987.061438,-5328.228772,194027.812500
895,1,-0.150923,0.168615,0.076878,-7158.075684,-15010.561707,66963.975098,17798.151184,-2231.874130,-1906.101868,111743.515625
896,1,-0.135431,0.181294,0.076878,-12694.895671,-75224.281860,62562.942708,-38778.836304,4594.993919,5738.743378,212795.015625
897,1,-0.118878,0.192554,0.076878,-84876.313232,-188856.840820,43095.830139,-142838.801025,7642.982117,9582.680939,316494.781250
898,1,-0.101395,0.202307,0.076878,-293783.700684,-318380.083333,-31818.292399,-311690.656250,3667.495860,-602.049479,766386.437500
899,1,-0.083118,0.210476,0.076878,-504689.664062,-435867.148438,-99749.036133,-282701.419271,3051.360905,5885.022298,722500.312500
900,1,-0.064191,0.216999,0.076878,-520645.433036,-311470.438616,-33433.153599,-147380.128348,-9270.519656,-407.166914,722500.312500
901,1,-0.044761,0.221823,0.076878,-460437.772135,-296087.006510,14350.623454,9285.405762,-9715.778371,-2751.252487,413042.656250
902,1,-0.024981,0.224911,0.076878,-272268.426339,-357784.158482,72700.213379,80064.065709,-12211.832546,-4079.148054,436914.000000
903,1,-0.005006,0.226239,0.076878,-154758.056315,-395634.604167,122036.629232,34149.344035,-13052.155599,-253.983948,480371.093750
904,1,0.015008,0.225796,0.076878,-196303.531684,-359301.046875,107101.661513,-69035.030084,2049.751461,2754.087236,446750.250000
905,1,0.034906,0.223586,0.076878,-457846.171875,-290044.572917,46535.055664,-25091.201823,-315.591761,5868.384069,446750.250000
906,1,0.054530,0.219626,0.076878,-642069.453125,-306778.601562,-28285.693604,125146.430908,-1181.347504,1359.874443,534573.562500
907,1,0.073727,0.213947,0.076878,-571503.114583,-392925.852865,-79681.567383,190447.937836,-8676.038859,1504.210677,312376.406250
908,1,0.092347,0.206594,0.076878,-494778.822917,-470115.898438,-124918.563477,307026.484375,-2588.602961,10089.449528,784286.875000
909,1,0.110244,0.197624,0.076878,-232649.151042,-334280.647135,-32753.239380,294201.481771,-4127.024846,5561.153259,792708.750000
910,1,0.127279,0.187107,0.076878,-68150.245667,-189001.314941,34066.239746,133889.126831,-5254.957527,1439.077303,441875.968750
911,1,0.143317,0.175126,0.076878,-12491.327441,-53161.567090,62269.976172,16160.920996,-8181.073810,-3232.540372,164349.109375
912,1,0.158234,0.161774,0.076878,-56382.780770,-30463.508719,45380.026829,32656.450830,-7988.627145,-2582.696646,71349.609375
913,1,0.171913,0.147156,0.076878,-8643.913684,-12868.946631,49505.057031,23583.562250,3843.700598,5513.335669,60296.496094
914,1,0.184246,0.131387,0.076878,9773.817464,-48558.056681,43976.116720,22472.667806,4196.947495,-3194.628021,66948.890625
915,1,0.195137,0.114589,0.076878,12746.055257,-36276.277445,48970.979248,-463.437826,3364.862823,-2779.952085,204428.500000
916,1,0.204500,0.096895,0.076878,-24084.644491,-34146.549301,42790.288231,5294.127803,-7952.039996,-3881.529686,77828.398438
917,1,0.212264,0.078442,0.076878,-50648.116797,-26544.510626,39172.339941,45763.106000,736.208228,-1922.921729,129915.328125
918,1,0.218366,0.059375,0.076878,-34707.731396,-78235.883374,35131.860394,78521.800391,-261.077795,-6157.256451,179717.687500
919,1,0.222759,0.039843,0.076878,-15506.852322,-223716.818750,-1091.826782,97764.313281,-1042.720386,-1140.917865,179717.687500
920,1,0.225408,0.020000,0.076878,33825.179982,-326524.916295,-16278.074444,84572.743164,1884.217906,643.240335,409376.562500
921,1,0.226294,0.000000,0.076878,30203.064601,-391367.200521,-36340.358887,2405.357585,688.293250,-2858.390564,409376.562500
922,1,0.225408,-0.020000,0.057659,15520.364362,-334306.214286,-24889.075718,-78495.948103,-2649.198242,-538.724727,397363.750000
923,1,0.222759,-0.039843,0.057659,-22702.630005,-205350.849609,7177.097066,-101734.888672,-1053.134693,-1784.382088,292991.218750
924,1,0.218366,-0.059375,0.057659,-37706.564128,-94791.187052,35494.982920,-79936.117188,1205.382180,-5543.608655,248081.453125
925,1,0.212264,-0.078442,0.057659,-44209.532308,-48416.898783,43709.364344,-41829.827881,-1572.772420,-6319.009783,155110.046875
926,1,0.204500,-0.096895,0.057659,-26470.824036,30026.339722,65521.923828,17552.602905,-945.772194,-4303.174118,110263.273438
927,1,0.195137,-0.114589,0.057659,-17496.672526,-40108.912048,52372.020304,-10205.652344,-1339.476898,-140.544662,94285.750000
928,1,0.184246,-0.131387,0.057659,-307.066694,-87770.493461,45364.130598,-48616.257045,834.019808,2428.617423,238236.281250
929,1,0.171913,-0.147156,0.057659,-21860.127930,-55636.838867,56886.377246,-41853.348242,7452.903058,-1779.937415,137511.765625
930,1,0.158234,-0.161774,0.057659,-51202.926147,-83800.754069,60899.687500,-56361.895833,163.351756,-984.347107,137511.765625
931,1,0.143317,-0.175126,0.057659,-53251.339691,-203200.837565,39429.087962,-110621.313192,2750.881284,8550.557007,140667.203125
932,1,0.127279,-0.187107,0.057659,-154760.563395,-337082.285156,-30736.002207,-262956.916667,13041.081576,10625.059123,416300.968750
933,1,0.110244,-0.197624,0.057659,-489467.060449,-601750.734375,-233370.490430,-556998.681250,5254.031757,13802.096289,821329.562500
934,1,0.092347,-0.206594,0.057659,-449220.971029,-808734.776042,-336945.646566,-294108.260254,-6471.720093,14628.333659,844293.062500
935,1,0.073727,-0.213947,0.057659,-80572.511169,-115822.752360,-39692.645264,3493.525553,-856.279825,11350.410706,61233.460938
936,1,0.054530,-0.219626,0.057659,-75145.438065,-35077.493164,-18260.072807,58254.689575,827.373960,357.309669,214051.437500
937,1,0.034906,-0.223586,0.057659,-111093.013672,-211970.274089,-83568.225423,88411.611979,3670.079910,-13731.952881,197968.656250
938,1,0.015008,-0.225796,0.057659,-125629.429260,-389248.468750,-143165.064779,43964.953593,-4012.103985,-12313.085693,265600.281250
939,1,-0.005006,-0.226239,0.057659,-125888.058268,-398744.169271,-142158.100260,-60530.585002,-580.367194,-12355.117096,375307.093750
940,1,-0.024981,-0.224911,0.057659,-150576.411133,-294496.648438,-123564.898438,-95833.760742,-2775.612044,-11769.651138,246687.734375
941,1,-0.044761,-0.221823,0.057659,-98071.694010,-118457.896606,-54886.907511,-96856.867188,-3672.926613,-6399.295726,246687.734375
942,1,-0.064191,-0.216999,0.057659,-114816.272786,-127930.771444,-63895.813477,-43606.362101,-2992.366956,-70.172908,111691.023438
943,1,-0.083118,-0.210476,0.057659,-446496.177734,-726959.441406,-333451.278320,274092.172119,13857.863655,-18637.578084,1454664.000000
944,1,-0.101395,-0.202307,0.057659,-507572.490234,-553412.953125,-228145.979980,512629.421875,25690.565142,-25577.395264,713461.187500
945,1,-0.118878,-0.192554,0.057659,-204042.207031,-300801.588542,-31125.208171,276621.686198,11823.371516,3596.170227,713461.187500
946,1,-0.135431,-0.181294,0.057659,-54225.585256,-180884.430501,43945.937419,107189.740234,-303.916824,3240.363190,357139.937500
947,1,-0.150923,-0.168615,0.057659,-20978.261096,-51673.373242,71206.217969,27891.807910,-7195.031839,1498.897949,142103.093750
948,1,-0.165235,-0.154617,0.057659,-47486.918945,-31336.291667,51501.196126,37627.021322,-2032.852887,3739.004634,229307.093750
949,1,-0.178254,-0.139408,0.057659,-2829.341309,-36797.937541,44403.679769,38929.195048,-4710.596720,-4625.718424,58166.601562
950,1,-0.189877,-0.123109,0.057659,5994.042643,-25287.994995,48593.169352,1888.743001,-715.160960,-6341.591532,160263.671875
