nodeid,nodetype,x,y,z,S11,S22,S33,S12,S13,S12,mises
98,1,0.015524,0.078149,0.000000,-804.183105,-1336345.468750,-17406.610237,3665.111511,5253.104919,-16630.198120,1316578.125000
99,1,0.015524,0.098484,0.000000,4153.816406,-1334558.562500,592.332756,-4700.190918,2105.791412,3240.733765,1329032.750000
100,1,0.015524,0.118820,0.000000,2656.692383,-1354460.625000,1383.303619,-4740.556763,213.645905,7914.920044,1340113.250000
101,1,0.015524,0.139155,0.000000,558.184204,-1388787.531250,-4237.923553,-5442.918335,-1644.921875,16569.126709,1393246.875000
102,1,0.015524,0.159491,0.000000,-55037.872681,-1519147.125000,-42426.907471,-41933.069580,3492.562683,72918.598145,1441887.625000
103,1,0.225408,-0.020000,0.134537,11809.072917,-363571.151042,-10568.614583,-94565.854818,-1380.476318,2325.915690,366664.937500
104,1,0.222759,-0.039843,0.134537,-18260.460327,-246514.863281,-3496.364014,-129687.849609,-9985.045532,9149.781448,347359.937500
105,1,0.218366,-0.059375,0.134537,-40943.724976,-97349.797363,15407.482910,-93860.355469,-8560.651211,29995.762695,266790.312500
106,1,0.212264,-0.078442,0.134537,-30839.239990,-6389.249023,26974.319336,-42256.234863,-9091.963745,30108.339844,135050.312500
107,1,0.204500,-0.096895,0.134537,-7480.340424,7863.464844,29575.465820,-4257.460815,-4776.986595,15654.750492,173451.265625
108,1,0.195137,-0.114589,0.134537,17214.141724,-4994.305908,25596.588867,7220.240234,-12443.850342,3379.005192,187962.312500
109,1,0.184246,-0.131387,0.134537,23235.083984,-49270.744385,19960.192871,-7774.882812,-12171.366211,-5027.784912,61706.296875
110,1,0.171913,-0.147156,0.134537,-773.547607,-47209.919434,21290.985840,-33760.901245,-16904.540527,-6625.362000,191909.031250
111,1,0.158234,-0.161774,0.134537,-36183.042562,-70365.553548,8760.816935,-55510.396484,-27582.387858,-12338.618317,143165.250000
112,1,0.143317,-0.175126,0.134537,257.954508,-102545.610026,19077.406657,-61325.975260,-20256.770671,-9556.879191,140338.000000
113,1,0.127279,-0.187107,0.134537,-40478.049154,-174490.385417,10560.676921,-164233.553385,-32640.365885,-21836.173340,354049.000000
114,1,0.110244,-0.197624,0.134537,-217239.626302,-243869.653646,-21367.668783,-272847.283854,-32309.513835,-39942.439453,506075.250000
115,1,0.092347,-0.206594,0.134537,-487184.927083,-340782.658854,-100283.142253,-362098.963542,22165.899170,-35502.443359,462238.125000
116,1,0.073727,-0.213947,0.134537,-414517.644516,-395208.553223,-180675.000488,-198447.169189,32265.353516,50166.769043,368340.968750
117,1,0.054530,-0.219626,0.134537,-98076.421204,-86365.253255,-33320.394206,46901.638346,-15927.049805,39063.509766,65817.062500
118,1,0.034906,-0.223586,0.134537,-157499.960938,-273806.421875,-129391.912109,102286.031250,-17624.520020,67937.248047,320245.500000
119,1,0.015008,-0.225796,0.134537,-186759.227051,-508043.843750,-208440.921875,82856.644287,-14475.834351,100678.140625,466230.718750
120,1,-0.005006,-0.226239,0.134537,-161777.490234,-540940.989583,-177424.231771,-48913.083008,4003.704102,78473.595378,499321.125000
121,1,-0.024981,-0.224911,0.134537,-178132.927083,-390289.867188,-141002.782552,-119097.989583,20372.982585,62915.293294,468289.875000
122,1,-0.044761,-0.221823,0.134537,-149880.425537,-201889.908691,-86867.743652,-97077.821289,13011.429718,52088.915039,236944.359375
123,1,-0.064191,-0.216999,0.134537,-212354.794922,-197159.081250,-110094.234375,38279.454639,-957.302539,48950.670312,667276.500000
124,1,-0.083118,-0.210476,0.134537,-345199.003418,-426684.932617,-126288.930176,215243.642090,40213.029297,-109980.341431,939594.125000
125,1,-0.101395,-0.202307,0.134537,-372068.656738,-422771.394531,-95254.182129,414825.181641,29036.970459,-80458.110840,505090.718750
126,1,-0.118878,-0.192554,0.134537,-164762.190023,-264617.757812,6890.929036,263909.436198,37404.387695,-31089.756592,465532.781250
127,1,-0.135431,-0.181294,0.134537,-41336.730057,-167435.025391,22346.625366,97433.637939,24359.358063,-4720.094158,332835.125000
128,1,-0.150923,-0.168615,0.134537,-31426.063477,-68007.139974,24717.249512,28667.246908,27822.600586,-1806.985819,130946.648438
129,1,-0.165235,-0.154617,0.134537,-9926.696289,-25523.429565,26940.915039,29409.942139,17277.676270,-2373.994812,153705.984375
130,1,-0.178254,-0.139408,0.134537,-15012.074382,-65935.563232,15227.915202,42135.768229,5087.763128,5553.444946,165530.390625
131,1,-0.189877,-0.123109,0.134537,-14132.212769,-48250.291290,17888.189209,24128.392578,4964.972321,1715.401930,166861.562500
132,1,-0.200014,-0.105845,0.134537,955.593099,26467.674398,34070.475911,-28327.882487,16512.244792,3621.644791,98907.968750
133,1,-0.208586,-0.087754,0.134537,-33234.146973,14918.351510,24287.475586,24492.065592,13785.179321,3105.531037,174266.203125
134,1,-0.215526,-0.068976,0.134537,-38349.235026,-20792.354492,15575.925130,62932.531576,1106.298116,10763.517008,189120.437500
135,1,-0.220778,-0.049658,0.134537,-36910.117920,-126293.528992,10805.694111,97399.939941,-1050.491541,10225.228302,281443.875000
136,1,-0.224303,-0.029951,0.134537,-9514.716960,-247580.835938,-12274.866943,111674.852865,-5174.745138,5236.898560,281443.875000
137,1,-0.226072,-0.010010,0.134537,38617.866821,-377405.949219,-20137.608551,44291.158142,-5925.908844,2808.501923,416347.312500
138,1,-0.226072,0.010010,0.134537,43722.104076,-386613.679688,-16419.636013,-39532.618896,-2469.977158,2497.217190,365122.281250
139,1,-0.224303,0.029951,0.134537,12328.111328,-310018.289062,-3227.728734,-100956.055990,2371.086385,-7064.998093,318540.937500
140,1,-0.220778,0.049658,0.134537,-36410.602702,-150367.358724,12793.059937,-105622.486979,6478.029371,-18385.283285,273171.125000
141,1,-0.215526,0.068976,0.134537,-37743.706543,-56097.593099,24663.990397,-63086.218099,5549.949252,-26688.862630,188954.359375
142,1,-0.208586,0.087754,0.134537,-40100.462402,-13586.226562,22329.930237,-16185.732651,-1973.806580,-18648.055359,112511.406250
143,1,-0.200014,0.105845,0.134537,-7493.385742,22546.819336,27569.023926,1665.595581,-450.281067,-18781.834961,142608.750000
144,1,-0.189877,0.123109,0.134537,19404.019531,-16192.380219,22922.135742,1690.937500,6366.305481,-5533.427551,94215.953125
145,1,-0.178254,0.139408,0.134537,4228.985352,-33992.967010,19030.063477,-31424.291016,5908.832275,-2726.317383,203758.781250
146,1,-0.165235,0.154617,0.134537,-73145.631836,-44033.726359,5097.356283,-54563.454753,12715.974406,2027.889526,213392.890625
147,1,-0.150923,0.168615,0.134537,-32821.151693,-39939.866536,16872.483887,-26812.052979,7516.618449,-9595.260050,170821.218750
148,1,-0.135431,0.181294,0.134537,21327.554321,-82691.807129,22571.345947,-33150.989258,19069.442871,4233.538849,248572.562500
149,1,-0.118878,0.192554,0.134537,-59774.680664,-168994.976562,14757.219666,-154529.914062,33886.226562,23532.223389,430040.593750
150,1,-0.101395,0.202307,0.134537,-279383.048828,-229150.332031,-13642.444092,-285177.160156,44986.036621,39067.428711,571722.000000
151,1,-0.083118,0.210476,0.134537,-508214.000000,-422879.854167,-38363.327474,-338306.721354,14061.198405,33961.500651,550587.875000
152,1,-0.064191,0.216999,0.134537,-708443.062500,-560087.463542,-68510.557292,-227448.753255,16922.466166,-6882.482422,516730.312500
153,1,-0.044761,0.221823,0.134537,-711515.765625,-617132.937500,1436.211914,-39242.864258,-19214.155762,-55616.482422,698472.000000
154,1,-0.024981,0.224911,0.134537,-427758.089844,-627669.500000,64559.381836,99941.691406,-46061.021973,-80228.684570,705912.000000
155,1,-0.005006,0.226239,0.134537,-187585.917969,-686557.781250,79940.747070,37155.070435,-22817.408691,-73495.858398,647127.000000
156,1,0.015008,0.225796,0.134537,-258275.839844,-672667.140625,85610.558594,-63635.013672,9172.669678,-50731.444336,672551.187500
157,1,0.034906,0.223586,0.134537,-480213.421875,-631060.593750,61001.321167,-60485.912109,55057.688477,-39109.122070,690751.000000
158,1,0.054530,0.219626,0.134537,-725997.968750,-643101.765625,14651.207886,71010.551270,51146.822754,-37753.684570,708464.375000
159,1,0.073727,0.213947,0.134537,-747800.968750,-684412.203125,-10531.607666,278314.890625,-3293.463623,-36549.609863,771881.875000
160,1,0.092347,0.206594,0.134537,-530325.031250,-355083.761719,-3100.582031,427521.304688,-58128.792969,8871.330566,665920.500000
161,1,0.110244,0.197624,0.134537,-229850.275391,-219035.472656,4624.602661,262930.007812,-39285.039062,22540.499023,461132.125000
162,1,0.127279,0.187107,0.134537,-54168.910645,-205924.667969,19942.447449,158384.242920,-19275.721924,8142.219971,399670.406250
163,1,0.143317,0.175126,0.134537,17727.154785,-78937.853516,34849.918579,26492.504395,-28445.976074,3687.978973,74527.460938
164,1,0.158234,0.161774,0.134537,-36217.456543,-22093.224630,24573.911784,42168.970052,-15089.899658,-7759.759631,50991.777344
165,1,0.171913,0.147156,0.134537,-48233.419312,-54936.510040,14333.509338,71886.598877,-939.562256,-2685.055861,59932.832031
166,1,0.184246,0.131387,0.134537,12174.801758,-43873.894531,16662.672363,11637.535645,-6095.700195,-4071.173950,59932.832031
167,1,0.195137,0.114589,0.134537,-1075.350505,-37761.176595,23135.911377,2128.937826,1379.953044,-8227.183594,163451.765625
168,1,0.204500,0.096895,0.134537,-24284.300110,-21208.559326,26193.770172,14015.262146,-2981.345129,-10365.710602,192130.781250
169,1,0.212264,0.078442,0.134537,-46648.325439,-39572.559937,21063.363281,45422.524841,-2128.308281,-9426.042999,236240.468750
170,1,0.218366,0.059375,0.134537,-40092.711995,-60603.209635,6128.888265,75043.714518,-51.349721,-9916.243886,241986.656250
171,1,0.222759,0.039843,0.134537,-22017.306641,-194218.851562,-2927.727810,104195.769531,8398.916870,-21175.908203,312101.875000
172,1,0.225408,0.020000,0.134537,9967.202026,-334603.273438,-5966.746975,82162.660156,8120.078293,-20756.354492,341675.531250
173,1,0.225408,0.020000,0.000000,16059.300130,-359901.859375,-13336.101807,97324.747396,-631.572550,4712.203613,483722.187500
174,1,0.222759,0.039843,0.000000,-21568.801514,-235903.122070,988.661560,120098.117188,4360.903778,8574.326660,303303.312500
175,1,0.218366,0.059375,0.000000,-46803.520996,-112783.909790,18133.495483,95442.608398,7948.335327,13843.262970,204337.343750
176,1,0.212264,0.078442,0.000000,-38801.460938,-22259.381673,19343.640951,49047.363932,8068.003387,26235.453369,111857.117188
177,1,0.204500,0.096895,0.000000,-12610.568848,5227.655029,27775.849365,9621.883789,4116.330719,16216.104874,162178.671875
178,1,0.195137,0.114589,0.000000,-69.111979,-33395.428874,27467.508382,-6979.838542,10957.524658,-4758.103994,94288.742188
179,1,0.184246,0.131387,0.000000,13364.884155,-78605.914062,15994.830688,6373.980957,5385.957428,-885.731995,152687.359375
180,1,0.171913,0.147156,0.000000,2108.791016,-61944.058212,13034.173096,43399.811768,3261.732880,-2638.624813,196927.640625
181,1,0.158234,0.161774,0.000000,-46827.059998,-38272.480209,26404.516693,37654.931152,18803.859406,2653.562607,105356.398438
182,1,0.143317,0.175126,0.000000,-10331.909119,-94531.963379,33920.629532,22165.904419,8036.456467,13093.654526,219728.812500
183,1,0.127279,0.187107,0.000000,-19708.225189,-213828.269531,4691.321407,118806.613159,-1072.863602,-888.408859,219728.812500
184,1,0.110244,0.197624,0.000000,-181135.906250,-249895.675781,3962.020081,262439.730469,30767.490967,-28817.919922,374105.625000
185,1,0.092347,0.206594,0.000000,-456643.286458,-449000.760417,-45869.699219,397774.192708,20402.887624,-37852.333984,765539.937500
186,1,0.073727,0.213947,0.000000,-672888.113281,-635700.964844,-87069.778076,274063.202637,13634.684204,14184.043945,618583.312500
187,1,0.054530,0.219626,0.000000,-723797.885417,-540596.026042,-16367.561483,80910.281250,-3338.265788,49998.811849,623712.687500
188,1,0.034906,0.223586,0.000000,-538286.776042,-512632.473958,27588.943400,-62950.538411,-21356.535075,74084.812500,678231.000000
189,1,0.015008,0.225796,0.000000,-319315.888672,-670491.703125,69761.979004,-82634.698242,-22254.709839,73390.964844,683626.625000
190,1,-0.005006,0.226239,0.000000,-189969.412109,-684793.406250,79704.288086,22047.215820,-1997.001221,67665.618164,633096.062500
191,1,-0.024981,0.224911,0.000000,-341001.695312,-619447.250000,64321.761230,93358.525391,23318.344055,59307.897461,678886.875000
192,1,-0.044761,0.221823,0.000000,-592982.052083,-576475.817708,8284.989258,-6718.637370,38132.608195,40472.464518,629106.875000
193,1,-0.064191,0.216999,0.000000,-737811.662500,-590258.718750,-18533.150781,-171443.854687,19873.048486,47535.235156,739710.437500
194,1,-0.083118,0.210476,0.000000,-533002.125000,-393513.145833,-33093.372396,-329346.716146,-3348.960286,-37733.986816,580179.750000
195,1,-0.101395,0.202307,0.000000,-346997.761719,-253937.292969,-25938.735260,-324493.964844,-27645.717529,-41989.339355,501559.125000
196,1,-0.118878,0.192554,0.000000,-113578.725098,-181107.268229,10731.655273,-196135.544271,-29711.218587,-10201.198507,230891.640625
197,1,-0.135431,0.181294,0.000000,-7113.666748,-103144.709473,25167.441254,-63110.152344,-30483.994141,-4774.907028,230891.640625
198,1,-0.150923,0.168615,0.000000,-1068.408691,-11061.143555,30464.435059,483.281250,-22805.838867,-3162.575500,173313.765625
199,1,-0.165235,0.154617,0.000000,-15738.297363,-1989.049744,23319.082031,-33009.447266,-6008.249207,6352.575867,207941.109375
200,1,-0.178254,0.139408,0.000000,-5663.260254,-79481.619954,12634.913737,-48063.803385,-9401.760539,15577.043783,225576.750000
201,1,-0.189877,0.123109,0.000000,-673.392677,-50921.660278,24589.869812,-7530.693848,-9841.673340,5544.930115,159562.000000
202,1,-0.200014,0.105845,0.000000,-26266.432382,26376.185931,31540.241124,12476.630038,-2422.726665,-1004.484166,74731.148438
203,1,-0.208586,0.087754,0.000000,-30409.144287,16176.259766,28494.527496,-17838.227709,-435.691603,15944.981476,154049.671875
204,1,-0.215526,0.068976,0.000000,-52438.170410,-45573.407471,16403.582626,-63866.499451,2332.309128,14530.531738,207590.703125
205,1,-0.220778,0.049658,0.000000,-37092.495931,-118021.617188,1359.729838,-101480.868490,2809.922038,14493.385091,287400.343750
206,1,-0.224303,0.029951,0.000000,54.980347,-262853.755208,-10493.939616,-114508.240885,4257.722982,7546.696981,287400.343750
207,1,-0.226072,0.010010,0.000000,44066.202799,-373777.307292,-18789.700521,-50193.423950,6311.005941,4366.961100,457476.281250
208,1,-0.226072,-0.010010,0.000000,44493.177450,-381383.843750,-20428.866536,45990.073405,892.226639,-1954.396723,358701.281250
209,1,-0.224303,-0.029951,0.000000,14507.228190,-313609.697917,-10346.857503,93873.238281,5888.149129,-5913.818225,410312.312500
210,1,-0.220778,-0.049658,0.000000,-28431.999268,-158084.197754,5567.773376,102160.810547,-4710.857971,-19221.180542,257842.296875
211,1,-0.215526,-0.068976,0.000000,-34107.270508,-45434.104980,20275.254883,59367.239502,-7015.827576,-24857.901855,205097.234375
212,1,-0.208586,-0.087754,0.000000,-11065.513916,25011.738281,28965.889893,3322.374268,-6807.690308,-20878.188721,99139.375000
